date,weekofday,배추_거래량(kg),배추_가격(원/kg),무_거래량(kg),무_가격(원/kg),양파_거래량(kg),양파_가격(원/kg),건고추_거래량(kg),건고추_가격(원/kg),마늘_거래량(kg),마늘_가격(원/kg),대파_거래량(kg),대파_가격(원/kg),얼갈이배추_거래량(kg),얼갈이배추_가격(원/kg),양배추_거래량(kg),양배추_가격(원/kg),깻잎_거래량(kg),깻잎_가격(원/kg),시금치_거래량(kg),시금치_가격(원/kg),미나리_거래량(kg),미나리_가격(원/kg),당근_거래량(kg),당근_가격(원/kg),파프리카_거래량(kg),파프리카_가격(원/kg),새송이_거래량(kg),새송이_가격(원/kg),팽이버섯_거래량(kg),팽이버섯_가격(원/kg),토마토_거래량(kg),토마토_가격(원/kg),청상추_거래량(kg),청상추_가격(원/kg),백다다기_거래량(kg),백다다기_가격(원/kg),애호박_거래량(kg),애호박_가격(원/kg),캠벨얼리_거래량(kg),캠벨얼리_가격(원/kg),샤인마스캇_거래량(kg),샤인마스캇_가격(원/kg)
2016-01-14,목요일,777445.9,441.0,1412984.0,306.0,1313759.0,1148.0,1330.0,4350.0,434987.4,3787.0,583850.6,1361.0,145332.3,977.0,716602.2,306.0,64268.3,5283.0,292578.5,2199.0,19971.2,2317.0,349016.0,692.0,57537.8,7099.0,161110.9,2351.0,135709.1,1337.0,103103.0,2344.0,22241.6,2952.0,159028.0,2166.0,170239.0,2728.0,1840.4,2567.0,0.0,0.0
2016-01-15,금요일,793655.0,449.0,1437415.0,307.0,1187834.0,1146.0,995.0,6643.0,90583.9,4394.0,678290.4,1335.0,169674.0,975.0,657962.3,309.0,69141.1,5251.0,309816.7,2031.0,71290.8,3119.0,296235.8,748.0,51510.6,8408.0,163513.0,2408.0,134537.2,1379.0,180422.8,2436.0,26905.0,3195.0,171440.0,2163.0,254080.0,2820.0,836.4,6504.0,0.0,0.0
2016-01-16,토요일,537832.1,454.0,1033808.0,306.0,990370.5,1150.0,92.0,5246.0,62071.0,4728.0,611784.6,1339.0,127370.0,1031.0,649659.0,315.0,71171.3,5391.0,284958.5,2065.0,64451.5,3373.0,256431.8,733.0,37379.0,9401.0,179112.2,2500.0,129197.5,1399.0,146096.4,2473.0,26574.0,3394.0,172482.0,2151.0,173253.0,2995.0,1355.0,1531.0,0.0,0.0
2016-01-17,일요일,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-18,월요일,1125796.0,475.0,1575175.4,344.0,1333422.3,1176.0,162.6,5161.0,71881.7,5066.0,755733.9,1403.0,214602.5,1062.0,704776.5,349.0,88950.8,5707.0,336890.1,2340.0,66261.9,3569.0,478153.6,875.0,53104.4,10248.0,198250.2,2497.0,145088.7,1448.0,171395.0,2513.0,28880.0,3718.0,299638.6,2236.0,292668.0,3215.0,1918.8,4871.0,0.0,0.0
2016-01-19,화요일,620390.0,511.0,1103099.3,407.0,1271846.0,1176.0,889.0,4441.0,76783.5,5088.0,529474.1,1777.0,104811.5,1225.0,491428.5,418.0,55407.3,6285.0,213654.1,2670.0,52657.5,3283.0,179968.0,809.0,33384.0,10501.0,167670.6,2586.0,124294.0,1431.0,162940.0,2587.0,24772.0,4230.0,93158.0,2234.0,149762.0,3531.0,1833.0,1674.0,0.0,0.0
2016-01-20,수요일,505457.9,511.0,858650.6,404.0,904781.5,1169.0,667.0,8905.0,53803.1,4925.0,569452.9,1894.0,132461.1,1274.0,408460.8,495.0,61993.4,6425.0,220608.7,2507.0,57935.8,3457.0,306456.5,805.0,66191.7,9187.0,157990.4,2518.0,122699.3,1377.0,156328.5,2498.0,21462.8,3808.0,148218.1,2233.0,224936.0,3234.0,442.8,3171.0,0.0,0.0
2016-01-21,목요일,435309.0,573.0,836453.8,429.0,1131828.0,1143.0,267.0,6221.0,364437.4,4378.0,557564.0,1841.0,103022.0,1211.0,477514.4,487.0,50486.3,6502.0,249409.6,2571.0,19966.3,2177.0,206349.0,829.0,38984.6,9095.0,146185.7,2531.0,123335.0,1346.0,85548.7,2629.0,24147.3,3023.0,103417.0,2228.0,100537.0,3161.0,897.6,2917.0,0.0,0.0
2016-01-22,금요일,558749.8,626.0,882335.6,516.0,1133644.0,1171.0,901.0,4057.0,97552.5,5493.0,598422.6,1724.0,123917.0,1205.0,587721.6,445.0,55884.2,7464.0,217600.0,2508.0,53016.9,3050.0,199165.7,840.0,45430.7,9652.0,145906.3,2612.0,128350.9,1336.0,156445.0,2752.0,26379.2,3355.0,118068.0,2400.0,160889.0,3308.0,1632.0,1848.0,0.0,0.0
2016-01-23,토요일,666392.0,615.0,1291951.6,491.0,1165045.0,1253.0,228.4,6821.0,86867.0,5410.0,600638.0,1959.0,140004.0,1346.0,654516.5,428.0,67993.8,9332.0,247024.1,2893.0,61658.5,4371.0,269055.6,778.0,51001.4,9585.0,177356.6,2769.0,140093.0,1369.0,136158.0,2552.0,28122.0,3327.0,135714.0,2434.0,146147.0,3703.0,164.0,1707.0,0.0,0.0
2016-01-24,일요일,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-25,월요일,676054.0,641.0,1368930.2,644.0,1014462.0,1234.0,295.0,6814.0,86403.6,5835.0,579110.2,2499.0,108108.5,1472.0,482324.6,562.0,30082.0,8465.0,255032.0,2581.0,15947.2,2850.0,448616.0,813.0,62480.0,8384.0,180477.8,2830.0,133431.2,1562.0,144853.3,2640.0,21334.6,3705.0,250259.6,2798.0,248915.0,3669.0,934.8,3415.0,0.0,0.0
2016-01-26,화요일,756644.5,623.0,1071062.0,637.0,1705084.5,1142.0,580.0,8068.0,95870.5,5261.0,547262.1,2333.0,131786.0,1360.0,363816.5,600.0,81357.7,7293.0,245204.6,3126.0,59429.0,4158.0,258761.0,808.0,56376.1,8018.0,181997.8,2913.0,130388.0,1545.0,110429.5,2763.0,21344.0,3872.0,125279.0,2741.0,179194.0,3813.0,533.0,3415.0,0.0,0.0
2016-01-27,수요일,974222.5,641.0,1487508.3,581.0,1616172.0,1301.0,314.0,4946.0,83759.3,5626.0,551575.4,2460.0,147406.9,1576.0,451522.5,530.0,61996.0,7627.0,306468.6,3091.0,61986.4,3553.0,229203.0,847.0,82680.2,8191.0,185260.2,3038.0,128331.9,1599.0,153214.0,2831.0,23682.2,3982.0,173950.9,2723.0,266039.0,3691.0,1151.8,2674.0,0.0,0.0
2016-01-28,목요일,1037067.0,651.0,1442824.8,609.0,2602945.7,1197.0,12523.0,5571.0,411801.0,4280.0,519336.6,2638.0,197798.5,1537.0,503662.0,604.0,58598.5,7989.0,287782.7,2981.0,58488.2,3932.0,313315.0,831.0,87681.8,7793.0,188630.6,3077.0,133376.0,1745.0,118587.0,2743.0,24262.0,4146.0,138604.6,2753.0,173819.0,3674.0,3906.0,843.0,0.0,0.0
2016-01-29,금요일,1162861.4,625.0,1320150.0,743.0,1916756.0,1322.0,260.0,7823.0,111679.2,5301.0,626963.3,2830.0,174306.0,1610.0,666148.4,629.0,57091.9,9381.0,300423.2,3394.0,70492.6,4099.0,421575.0,877.0,81719.4,8137.0,183826.0,3205.0,142668.9,1826.0,183726.0,2999.0,26099.4,4683.0,181827.2,3062.0,269306.0,3711.0,2873.8,3369.0,0.0,0.0
2016-01-30,토요일,746880.0,733.0,1460051.0,726.0,1578967.0,1311.0,1386.0,15677.0,101729.0,4741.0,745377.4,2707.0,170378.5,1772.0,624548.6,694.0,62165.2,10965.0,288255.4,3863.0,72935.7,4392.0,246168.0,873.0,66412.4,8898.0,215321.0,3172.0,140619.0,1946.0,115350.0,2966.0,26982.0,5736.0,149743.0,3374.0,169116.0,3993.0,934.8,3316.0,0.0,0.0
2016-01-31,일요일,528.0,1048.0,7352.0,767.0,31360.0,1061.0,33.6,7333.0,0.0,0.0,17725.0,1237.0,2944.0,1006.0,4342.0,671.0,964.0,11276.0,4275.0,2232.0,1020.0,985.0,15000.0,1000.0,0.0,0.0,2128.0,3183.0,0.0,0.0,0.0,0.0,716.0,5404.0,160.0,3474.0,16.0,1656.0,0.0,0.0,0.0,0.0
2016-02-01,월요일,1803744.5,638.0,2679932.8,760.0,2389867.0,1327.0,991.7,4922.0,109419.7,5756.0,963747.4,2808.0,312369.0,1819.0,917195.9,662.0,93810.4,10534.0,505832.3,3804.0,93097.9,4606.0,442818.0,889.0,108504.8,8398.0,260160.0,3448.0,149519.8,2047.0,183779.0,3089.0,32305.6,5187.0,266575.5,3882.0,316559.0,4229.0,1409.8,3429.0,0.0,0.0
2016-02-02,화요일,1289197.0,597.0,2055751.9,829.0,2442194.0,1208.0,11702.4,5733.0,146534.0,6198.0,758910.0,2756.0,212635.5,1447.0,795526.7,642.0,62348.5,11183.0,378760.0,3365.0,69423.5,4995.0,443468.6,873.0,112274.5,7919.0,217131.2,3362.0,135790.0,2088.0,133900.0,2892.0,28087.0,4463.0,100402.0,4064.0,153443.0,4428.0,2298.8,2628.0,0.0,0.0
2016-02-03,수요일,1067445.5,675.0,2815389.2,657.0,1767479.0,1289.0,419.0,5878.0,102904.3,6146.0,873423.4,2664.0,271229.5,1393.0,725203.2,614.0,76195.4,11065.0,467564.1,3263.0,91788.3,4917.0,548153.8,846.0,144820.6,6541.0,213805.5,3381.0,139686.6,2122.0,160674.0,3176.0,31189.4,4485.0,198341.5,4194.0,215826.0,4427.0,2261.0,4920.0,0.0,0.0
2016-02-04,목요일,1201005.0,607.0,2468896.1,644.0,2143338.5,1202.0,124.0,6813.0,618333.0,4383.0,779112.3,2855.0,230882.5,1175.0,949451.0,624.0,83714.4,10878.0,467290.6,3326.0,91638.7,4972.0,541741.0,815.0,143755.5,5270.0,203619.4,3722.0,144767.0,2161.0,117904.0,3120.0,31160.0,4722.0,184451.0,4148.0,187798.0,4710.0,4883.6,3642.0,0.0,0.0
2016-02-05,금요일,1076467.5,601.0,2496178.0,525.0,1442658.0,1262.0,12233.2,8022.0,130743.6,5481.0,901355.1,2990.0,249834.5,1205.0,699782.0,560.0,90933.1,10784.0,519729.6,3499.0,100190.1,5709.0,378645.0,821.0,124297.3,5155.0,209449.0,3943.0,150581.2,2081.0,233384.5,3168.0,37817.4,5134.0,282647.9,3664.0,300734.0,4869.0,164.0,5854.0,0.0,0.0
2016-02-06,토요일,436500.0,662.0,1994726.0,442.0,686131.0,1247.0,241.0,7710.0,72897.0,5673.0,909954.9,2550.0,147485.0,1144.0,666940.4,521.0,84686.0,10585.0,418730.3,4048.0,87022.8,5606.0,105463.0,842.0,70717.8,5378.0,204075.0,3622.0,158937.0,1971.0,197174.2,2726.0,32496.0,5307.0,206782.0,3558.0,261034.0,4376.0,1619.8,2357.0,0.0,0.0
2016-02-07,일요일,3240.0,1517.0,5548.0,385.0,42527.5,1244.0,375.0,2981.0,830.0,4148.0,54342.6,2158.0,2666.0,830.0,480.0,762.0,4021.6,11397.0,8207.6,2186.0,1164.9,879.0,240.0,662.0,88.0,5497.0,16500.0,3115.0,10559.0,1820.0,7795.0,2287.0,1572.0,6794.0,5225.0,2496.0,7777.0,3260.0,0.0,0.0,0.0,0.0
2016-02-08,월요일,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-02-09,화요일,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-02-10,수요일,32.0,5000.0,0.0,0.0,500.0,2000.0,0.0,0.0,900.0,6133.0,2432.0,1716.0,72.0,858.0,0.0,0.0,124.0,11011.0,1283.0,1276.0,650.0,2354.0,0.0,0.0,270.0,4158.0,40.0,4000.0,800.0,1900.0,305.0,1752.0,1884.0,3731.0,0.0,0.0,602.0,3531.0,0.0,0.0,0.0,0.0
2016-02-11,목요일,674341.4,628.0,1285052.2,361.0,2030687.5,1117.0,82.0,1707.0,330913.4,4308.0,700731.7,2136.0,153799.5,1321.0,673541.6,442.0,66118.6,10598.0,141706.3,3697.0,54949.0,6511.0,153606.0,878.0,71045.4,6156.0,175089.4,2700.0,110381.1,2049.0,184573.0,2884.0,32267.2,4120.0,594005.9,2040.0,347823.6,3029.0,0.0,0.0,0.0,0.0
2016-02-12,금요일,823880.5,610.0,1418114.3,359.0,1554201.5,1248.0,5441.0,5490.0,85991.5,5086.0,568000.8,2187.0,169558.5,1163.0,745152.6,421.0,93501.6,9370.0,229622.8,3411.0,69367.1,4387.0,428900.7,838.0,137613.0,4574.0,200652.0,2473.0,146993.3,1645.0,388787.8,2543.0,35064.8,3452.0,234606.2,1876.0,317695.4,2700.0,2156.6,3581.0,0.0,0.0
2016-02-13,토요일,463633.1,677.0,1117654.0,372.0,1036871.5,1271.0,168.0,4496.0,53353.5,5636.0,696799.1,1971.0,126882.0,1237.0,562109.1,489.0,100181.6,6312.0,195681.9,3140.0,72186.0,3623.0,275214.0,815.0,106473.8,3936.0,179888.0,2304.0,138126.0,1464.0,193490.6,2325.0,38848.0,2601.0,247926.0,1598.0,149193.3,2662.0,4098.6,4754.0,0.0,0.0
2016-02-14,일요일,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-02-15,월요일,1161783.5,705.0,1452016.2,382.0,1327349.0,1297.0,102.0,8600.0,64520.3,5485.0,861391.4,1627.0,258309.2,1079.0,649825.2,473.0,151657.9,4595.0,285931.3,2650.0,81848.5,3422.0,368124.0,821.0,112110.4,4021.0,184775.0,2261.0,150924.7,1372.0,303740.5,2588.0,44538.8,1993.0,330939.3,1813.0,295059.2,2739.0,934.8,3376.0,0.0,0.0
2016-02-16,화요일,861304.0,690.0,1325944.3,423.0,2213058.0,1168.0,416.5,9922.0,82115.8,5636.0,561292.9,1882.0,184129.5,1184.0,784921.1,462.0,88925.2,4079.0,263474.1,2560.0,72434.3,3591.0,319259.6,827.0,80361.0,4281.0,171539.0,2316.0,143118.2,1295.0,261719.0,2914.0,37054.0,1652.0,138381.1,1948.0,184073.3,2882.0,2902.8,5450.0,0.0,0.0
2016-02-17,수요일,1067399.0,684.0,1280047.7,447.0,1494411.5,1291.0,926.1,10111.0,63741.6,5559.0,570204.2,2080.0,189514.5,1154.0,670505.9,462.0,85158.7,3667.0,276126.7,2541.0,77602.2,3109.0,272753.0,891.0,81791.7,4278.0,167437.0,2267.0,131011.5,1243.0,235259.0,2634.0,32509.6,1372.0,207688.0,2189.0,204903.0,3071.0,918.4,3356.0,0.0,0.0
2016-02-18,목요일,982869.1,664.0,1266991.0,470.0,2545071.0,1148.0,454.8,6627.0,435239.3,4287.0,622814.1,2217.0,181022.0,1189.0,661345.1,466.0,78219.3,3571.0,304877.0,2341.0,21238.1,2849.0,310835.0,834.0,103009.1,4038.0,151574.8,2269.0,134698.7,1232.0,190891.0,2642.0,30101.8,1334.0,169149.2,2228.0,146186.3,3048.0,500.2,5518.0,0.0,0.0
2016-02-19,금요일,1111382.6,633.0,1649735.9,462.0,1336352.5,1262.0,342.0,5178.0,77406.5,5170.0,730131.8,2145.0,213428.0,1136.0,753375.6,450.0,79286.4,3702.0,409946.1,2142.0,81868.6,2573.0,363802.6,798.0,108022.1,4003.0,149827.0,2284.0,138333.1,1247.0,290897.5,2674.0,30604.0,1413.0,226423.0,2364.0,295293.8,2854.0,2804.4,3320.0,0.0,0.0
2016-02-20,토요일,725161.0,684.0,1904588.0,419.0,1124126.0,1264.0,245.0,6625.0,55421.2,4495.0,769616.2,2260.0,190166.0,1188.0,800769.5,422.0,85427.4,3868.0,431060.8,2031.0,85755.0,2228.0,290680.0,786.0,96095.4,3932.0,160141.3,2282.0,144420.0,1190.0,245116.4,2494.0,31087.0,1647.0,201724.0,2373.0,275318.3,2553.0,124.0,4359.0,0.0,0.0
2016-02-21,일요일,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-02-22,월요일,1149210.0,670.0,1685067.8,417.0,1560011.0,1314.0,2299.0,7072.0,82034.1,4897.0,788692.3,2247.0,187059.0,1116.0,754121.0,423.0,101859.9,4182.0,278604.2,2013.0,73312.9,2971.0,415940.0,793.0,74332.0,4235.0,180184.4,2322.0,147255.4,1166.0,300304.0,2763.0,25752.4,1832.0,358481.7,2319.0,338192.2,2491.0,3567.0,4779.0,0.0,0.0
2016-02-23,화요일,995112.5,645.0,1718208.4,408.0,2763947.0,1195.0,240.0,7100.0,85727.4,5546.0,708152.5,2277.0,222276.5,1063.0,821896.9,424.0,71295.7,4401.0,301053.4,2158.0,25088.3,2447.0,408184.8,804.0,50104.8,4627.0,157694.0,2279.0,146419.3,1195.0,232827.0,2690.0,25803.0,2142.0,166273.6,2281.0,220977.1,2383.0,934.8,3421.0,0.0,0.0
2016-02-24,수요일,983542.0,658.0,1445352.0,438.0,1305336.0,1340.0,136.0,6062.0,65990.0,5599.0,731673.5,2151.0,201680.1,997.0,646590.5,432.0,71003.0,4270.0,252007.5,2067.0,84082.9,2883.0,331893.0,809.0,73520.9,4581.0,142459.3,2282.0,143054.7,1178.0,226304.6,2750.0,27138.4,1981.0,207416.7,2305.0,258883.0,2368.0,1902.4,4904.0,0.0,0.0
2016-02-25,목요일,1029347.2,663.0,1256995.3,469.0,2430744.0,1238.0,2914.9,6912.0,329296.8,4141.0,628159.8,2000.0,212144.0,904.0,649678.7,440.0,78138.9,3902.0,246865.7,2070.0,70474.1,2779.0,321426.4,785.0,90434.5,4542.0,131442.0,2256.0,147645.7,1163.0,215021.5,2852.0,28297.8,1628.0,170530.2,2226.0,201420.1,2279.0,934.8,3314.0,0.0,0.0
2016-02-26,금요일,1064230.0,681.0,1273517.4,481.0,1547143.4,1324.0,3326.4,6685.0,88376.0,5057.0,701666.3,1988.0,184211.2,942.0,577815.8,426.0,86155.2,3837.0,261163.5,1862.0,76023.7,2251.0,411365.0,796.0,106118.2,4577.0,122719.0,2309.0,154081.0,1137.0,274837.5,2796.0,30164.4,1762.0,193462.4,2330.0,239418.0,2278.0,2115.6,3529.0,0.0,0.0
2016-02-27,토요일,597249.0,743.0,1167270.0,507.0,966713.5,1313.0,360.0,6844.0,76277.0,3623.0,669296.4,1873.0,161225.0,933.0,703672.5,428.0,89188.8,3746.0,257220.7,1698.0,75144.5,2409.0,301911.5,774.0,76536.2,4615.0,141601.5,2324.0,154749.0,1132.0,272901.5,2771.0,29628.0,2067.0,197978.0,2358.0,193175.3,2239.0,3542.4,4128.0,0.0,0.0
2016-02-28,일요일,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-02-29,월요일,978645.0,755.0,1555340.1,513.0,2134994.0,1333.0,3712.7,13754.0,100965.4,5775.0,780282.5,1985.0,207080.8,1166.0,562452.3,457.0,125295.7,3875.0,311832.0,1916.0,74627.1,3278.0,533986.4,833.0,108322.6,4514.0,169578.6,2462.0,161160.7,1229.0,324991.5,2925.0,32092.4,2653.0,373083.2,2509.0,340925.5,2505.0,164.0,6098.0,0.0,0.0
2016-03-01,화요일,828193.5,833.0,1712088.0,550.0,1329572.5,1394.0,224.0,4809.0,90669.0,5366.0,629883.8,2090.0,160012.7,1185.0,563927.7,463.0,78221.9,4054.0,201658.2,1888.0,74355.4,2977.0,469619.0,760.0,107187.5,4612.0,150038.6,2527.0,154651.5,1232.0,229064.5,2762.0,30429.8,2881.0,176300.0,2653.0,232757.6,2521.0,1672.8,4843.0,0.0,0.0
2016-03-02,수요일,950708.0,819.0,1672100.0,589.0,1227753.5,1381.0,502.0,7791.0,101073.4,5407.0,667019.6,2045.0,209423.0,1143.0,579186.6,500.0,81877.6,4395.0,242677.3,1933.0,74528.2,2832.0,387317.0,810.0,102214.4,4548.0,150688.0,2589.0,149241.5,1241.0,272724.5,3054.0,31775.0,2892.0,256273.3,2583.0,267938.0,2579.0,1369.4,4534.0,0.0,0.0
